Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Cobalt concentration (weight%),Tungsten concentration (weight%),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Tin concentration (ppm),Arsenic concentration (ppm),Antimony concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJ/mm),Interpass temperature (deg C),Type of weld,Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kg/mm2),50 % FATT,Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),Martensite (%),Ferrite with carbide aggregate (%),Weld ID
0.05,0.45,0.73,0.015,0.018,N,2.8,1.1,N,N,N,N,460.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,591.0,705.0,17.0,70.0,N,N,230.0,N,N,N,N,N,N,Wolst-1974-B
0.051,0.43,0.76,0.024,0.019,N,2.8,1.1,N,N,N,N,410.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,614.0,713.0,18.0,67.0,N,N,241.0,N,N,N,N,N,N,Wolst-1974-C
0.067,0.13,0.94,0.017,0.026,N,2.9,1.4,N,N,N,N,550.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,546.0,658.0,18.0,65.0,N,N,222.0,N,N,N,N,N,N,Wolst-1974-E
0.058,0.2,0.55,0.027,0.027,N,1.8,1.2,N,N,N,N,730.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,464.0,578.0,23.0,71.0,N,N,205.0,N,N,N,N,N,N,Wolst-1974-F
0.125,0.39,0.88,0.025,0.028,N,2.5,1.4,N,N,N,N,470.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,646.0,737.0,18.0,63.0,N,N,253.0,N,N,N,N,N,N,Wolst-1974-G
0.053,0.3,0.84,0.019,0.012,N,2.1,1.3,N,N,N,N,690.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,536.0,652.0,20.0,73.0,N,N,220.0,N,N,N,N,N,N,Wolst-1974-K
0.075,0.35,0.8,0.02,0.017,N,2.3,1.5,N,N,N,N,550.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,546.0,648.0,18.0,17.0,N,N,220.0,N,N,N,N,N,N,Wolst-1974-N
0.065,0.39,0.77,0.029,0.016,N,2.4,1.4,N,N,N,N,560.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,581.0,693.0,20.0,69.0,N,N,230.0,N,N,N,N,N,N,Wolst-1974-Y
0.061,0.32,0.27,0.022,0.016,N,2.2,1.2,N,N,N,N,690.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,537.0,648.0,22.0,65.0,N,N,220.0,N,N,N,N,N,N,Wolst-1974-AM1
0.043,0.34,0.45,0.019,0.017,N,2.2,1.4,N,N,N,N,580.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,527.0,635.0,20.0,67.0,N,N,219.0,N,N,N,N,N,N,Wolst-1974-AM2
0.066,0.41,0.67,0.018,0.029,N,2.5,1.2,N,N,N,N,620.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,561.0,666.0,20.0,68.0,N,N,226.0,N,N,N,N,N,N,Wolst-1974-AM3
0.1,0.44,0.8,0.021,0.02,N,2.5,1.2,N,N,N,N,520.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,576.0,678.0,17.0,70.0,N,N,230.0,N,N,N,N,N,N,Wolst-1974-AM4
0.044,0.04,0.45,0.014,0.017,N,2.3,N,N,N,N,N,1650.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,392.0,524.0,22.0,67.0,N,N,182.0,N,N,N,N,N,N,Wolst-1974-AS0
0.05,0.07,0.48,0.007,0.018,N,2.2,N,N,N,N,N,1440.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,473.0,578.0,21.0,71.0,N,N,199.0,N,N,N,N,N,N,Wolst-1974-AS1
0.05,0.18,0.63,0.015,0.018,N,2.0,N,N,N,N,N,750.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,543.0,649.0,20.0,71.0,N,N,217.0,N,N,N,N,N,N,Wolst-1974-AS2
0.049,0.39,0.78,0.022,0.018,N,2.2,1.1,N,N,N,N,680.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,546.0,661.0,20.0,69.0,N,N,226.0,N,N,N,N,N,N,Wolst-1974-AT0.25
0.075,0.41,0.77,0.021,0.018,N,2.2,1.1,N,N,N,N,1150.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,562.0,669.0,20.0,70.0,N,N,226.0,N,N,N,N,N,N,Wolst-1974-AT0.5
0.045,0.45,0.8,0.012,0.02,N,2.4,1.0,N,N,N,N,1180.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,603.0,705.0,19.0,66.0,N,N,239.0,N,N,N,N,N,N,Wolst-1974-AT0.75
0.036,0.55,0.84,0.013,0.02,N,2.5,1.0,N,N,N,N,1070.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,619.0,727.0,20.0,66.0,N,N,240.0,N,N,N,N,N,N,Wolst-1974-AT1.5
0.058,0.61,0.93,0.014,0.017,N,2.5,1.1,N,N,N,N,1020.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,638.0,736.0,17.0,66.0,N,N,241.0,N,N,N,N,N,N,Wolst-1974-AT2.0
0.09,0.2,1.25,0.011,0.022,N,2.4,0.9,N,N,N,N,690.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,594.0,680.0,20.0,66.0,N,N,231.0,N,N,N,N,N,N,Wolst-1974-S20
0.12,0.27,1.27,0.014,0.021,N,2.4,0.9,N,N,N,N,680.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,N,N,N,N,N,N,244.0,N,N,N,N,N,N,Wolst-1974-S25
0.09,0.39,1.18,0.013,0.022,N,2.4,1.0,N,N,N,N,570.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,N,N,N,N,N,N,247.0,N,N,N,N,N,N,Wolst-1974-S30
0.11,0.48,1.13,0.015,0.018,N,2.4,0.9,N,N,N,N,520.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,N,N,N,N,N,N,253.0,N,N,N,N,N,N,Wolst-1974-S35
0.09,0.59,1.1,0.013,0.02,N,2.4,0.8,N,N,N,N,540.0,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,648.0,743.0,18.0,58.0,N,N,247.0,N,N,N,N,N,N,Wolst-1974-S40
0.05,0.33,0.83,0.02,0.018,N,2.3,1.1,N,N,N,N,N,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,N,N,N,N,N,N,222.0,N,N,N,N,N,N,Wolst-1974-M80
0.09,0.3,1.25,0.02,0.016,N,2.0,1.1,N,N,N,N,N,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,N,N,N,N,N,N,240.0,N,N,N,N,N,N,Wolst-1974-M110
0.06,0.26,0.94,0.011,0.018,N,2.3,1.2,N,N,N,N,N,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,N,N,N,N,N,N,227.0,N,N,N,N,N,N,Wolst-1974-AA
0.05,0.34,0.96,0.017,0.018,N,2.4,1.1,N,N,N,N,N,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,N,N,N,N,N,N,233.0,N,N,N,N,N,N,Wolst-1974-BB
0.05,0.27,0.94,0.011,0.015,N,2.3,1.3,N,N,N,N,N,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,N,N,N,N,N,N,212.0,N,N,N,N,N,N,Wolst-1974-FF
0.05,0.3,1.0,0.006,0.015,N,2.2,1.1,N,N,N,N,N,N,N,N,N,N,N,N,N,150.0,37.5,DC,+,1.0,300.0,MMA,690.0,3.0,N,N,N,N,N,N,209.0,N,N,N,N,N,N,Wolst-1974-KK
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,507.0,613.0,N,N,N,N,N,N,N,N,N,N,N,Ditt-oat
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,20.0,231.0,N,N,N,N,N,N,N,Ditt-oatch1
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,-10,197.0,N,N,N,N,N,N,N,Ditt-oatch2
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,-30,170.0,N,N,N,N,N,N,N,Ditt-oatch3
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,527.0,627.0,N,N,N,N,N,N,N,N,N,N,N,Ditt-0.5t
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,20.0,224.0,N,N,N,N,N,N,N,Ditt-0.5tch1
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,-10,203.0,N,N,N,N,N,N,N,Ditt-0.5tch2
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,-30,171.0,N,N,N,N,N,N,N,Ditt-0.5tch3
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,515.0,616.0,N,N,N,N,N,N,N,N,N,N,N,Ditt-0.5a
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,20.0,227.0,N,N,N,N,N,N,N,Ditt-0.5ach1
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,-10,175.0,N,N,N,N,N,N,N,Ditt-0.5ach2
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,-30,152.0,N,N,N,N,N,N,N,Ditt-0.5ach3
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,509.0,610.0,N,N,N,N,N,N,N,N,N,N,N,Ditt-0.5r
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,20.0,221.0,N,N,N,N,N,N,N,Ditt-0.5rch1
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,188.0,141.0,N,N,N,N,N,N,N,Ditt-0.5rch2
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,-30,141.0,N,N,N,N,N,N,N,Ditt-0.5rch3
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,504.0,612.0,N,N,N,N,N,N,N,N,N,N,N,Ditt-iat
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,20.0,233.0,N,N,N,N,N,N,N,Ditt-iatch1
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,-10,199.0,N,N,N,N,N,N,N,Ditt-iatch2
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,N,N,N,N,N,N,N,N,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210.0,SA,700.0,20.0,N,N,N,N,-30,170.0,N,N,N,N,N,N,N,Ditt-iatch3
0.03,0.55,0.88,0.012,0.013,N,2.06,1.08,N,N,N,N,N,N,N,N,N,N,N,N,N,545.0,32.0,DC,+,3.7,200.0,SA,720.0,3.5,315.0,500.0,N,N,N,N,N,N,N,N,N,N,N,Inag&-1966-B
0.03,0.55,0.88,0.012,0.013,N,2.06,1.08,N,N,N,N,N,N,N,N,N,N,N,N,N,545.0,32.0,DC,+,3.7,200.0,SA,720.0,3.5,350.0,530.0,N,N,N,N,N,N,N,N,N,N,N,Inag&-1966-C
0.095,0.35,0.9,0.008,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,N,54.0,170.0,N,0.0,N,N,N,450.0,30.0,N,+,2.025,250.0,SA,200.0,1.0,408.0,501.0,32.6,77.0,N,N,N,N,N,N,N,N,N,p9-RR82011
0.095,0.35,0.9,0.008,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,N,54.0,170.0,N,0.0,N,N,N,450.0,30.0,N,+,2.025,250.0,SA,200.0,1.0,394.0,496.0,34.2,78.0,N,N,N,N,N,N,N,N,N,p9-RR82011
0.093,0.32,0.86,0.01,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,N,54.0,180.0,N,0.0,N,N,N,550.0,30.0,N,+,2.475,250.0,SA,200.0,1.0,390.0,486.0,33.0,76.0,N,N,N,N,N,N,N,N,N,p10-RR82011
0.093,0.32,0.86,0.01,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,N,54.0,180.0,N,0.0,N,N,N,550.0,30.0,N,+,2.475,250.0,SA,200.0,1.0,388.0,482.0,31.8,75.0,N,N,N,N,N,N,N,N,N,p10-RR82011
0.096,0.3,0.8,0.012,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,N,47.0,170.0,N,0.0,N,N,N,650.0,30.0,N,+,2.925,250.0,SA,200.0,1.0,370.0,481.0,33.6,76.0,N,N,N,N,N,N,N,N,N,p11-RR82011
0.096,0.3,0.8,0.012,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,N,47.0,170.0,N,0.0,N,N,N,650.0,30.0,N,+,2.925,250.0,SA,200.0,1.0,379.0,490.0,32.2,77.0,N,N,N,N,N,N,N,N,N,p11-RR82011
0.1,0.28,0.82,0.012,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,N,45.0,200.0,N,0.0,N,N,N,900.0,33.0,N,+,4.8,100.0,SA,200.0,1.0,337.0,477.0,32.6,71.0,N,N,N,N,N,N,N,N,N,p12-RR82011
0.1,0.28,0.82,0.012,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,N,45.0,200.0,N,0.0,N,N,N,900.0,33.0,N,+,4.8,100.0,SA,200.0,1.0,356.0,483.0,32.3,72.0,N,N,N,N,N,N,N,N,N,p12-RR82011
0.088,0.35,1.38,0.004,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,N,109.0,200.0,N,0.0,N,N,N,450.0,30.0,N,+,2.025,250.0,SA,200.0,1.0,456.0,563.0,30.2,75.0,N,N,N,N,N,N,N,N,N,p13-RR82011
0.088,0.35,1.38,0.004,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,N,109.0,200.0,N,0.0,N,N,N,450.0,30.0,N,+,2.025,250.0,SA,200.0,1.0,458.0,567.0,29.6,74.0,N,N,N,N,N,N,N,N,N,p13-RR82011
0.089,0.32,1.36,0.005,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,N,85.0,180.0,N,0.0,N,N,N,550.0,30.0,N,+,2.475,250.0,SA,200.0,1.0,428.0,539.0,28.0,75.0,N,N,N,N,N,N,N,N,N,p14-RR82011
0.089,0.32,1.36,0.005,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,N,85.0,180.0,N,0.0,N,N,N,550.0,30.0,N,+,2.475,250.0,SA,200.0,1.0,436.0,544.0,29.4,75.0,N,N,N,N,N,N,N,N,N,p14-RR82011
0.092,0.31,1.33,0.005,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,N,84.0,170.0,N,0.0,N,N,N,650.0,30.0,N,+,2.925,250.0,SA,200.0,1.0,439.0,543.0,28.8,75.0,N,N,N,N,N,N,N,N,N,p15-RR82011
0.092,0.31,1.33,0.005,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,N,84.0,170.0,N,0.0,N,N,N,650.0,30.0,N,+,2.925,250.0,SA,200.0,1.0,430.0,541.0,31.4,73.0,N,N,N,N,N,N,N,N,N,p15-RR82011
0.09,0.33,1.19,0.007,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,N,78.0,200.0,N,0.0,N,N,N,900.0,33.0,N,+,4.8,100.0,SA,200.0,1.0,N,539.0,27.1,67.0,N,N,N,N,N,N,N,N,N,p16-RR82011
0.09,0.33,1.19,0.007,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,N,78.0,200.0,N,0.0,N,N,N,900.0,33.0,N,+,4.8,100.0,SA,200.0,1.0,413.0,540.0,28.6,69.0,N,N,N,N,N,N,N,N,N,p16-RR82011
0.075,0.47,1.31,0.014,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,N,49.0,190.0,N,0.0,N,N,N,450.0,30.0,N,+,2.025,250.0,SA,200.0,1.0,405.0,497.0,31.6,76.0,N,N,N,N,N,N,N,N,N,p21-RR82011
0.075,0.47,1.31,0.014,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,N,49.0,190.0,N,0.0,N,N,N,450.0,30.0,N,+,2.025,250.0,SA,200.0,1.0,404.0,503.0,32.0,77.0,N,N,N,N,N,N,N,N,N,p21-RR82011
0.078,0.44,1.24,0.012,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,N,61.0,220.0,N,0.0,N,N,N,550.0,30.0,N,+,2.475,250.0,SA,200.0,1.0,383.0,487.0,32.4,77.0,N,N,N,N,N,N,N,N,N,p22-RR82011
0.078,0.44,1.24,0.012,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,N,61.0,220.0,N,0.0,N,N,N,550.0,30.0,N,+,2.475,250.0,SA,200.0,1.0,394.0,490.0,31.6,75.0,N,N,N,N,N,N,N,N,N,p22-RR82011
0.08,0.36,1.02,0.014,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,N,51.0,230.0,N,0.0,N,N,N,650.0,30.0,N,+,2.925,250.0,SA,200.0,1.0,386.0,483.0,30.8,74.0,N,N,N,N,N,N,N,N,N,p23-RR82011
0.08,0.36,1.02,0.014,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,N,51.0,230.0,N,0.0,N,N,N,650.0,30.0,N,+,2.925,250.0,SA,200.0,1.0,378.0,477.0,31.0,75.0,N,N,N,N,N,N,N,N,N,p23-RR82011
0.077,0.44,1.61,0.012,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,N,105.0,180.0,N,0.0,N,N,N,450.0,30.0,N,+,2.025,250.0,SA,200.0,1.0,456.0,567.0,27.6,73.0,N,N,N,N,N,N,N,N,N,p24-RR82011
0.077,0.44,1.61,0.012,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,N,105.0,180.0,N,0.0,N,N,N,450.0,30.0,N,+,2.025,250.0,SA,200.0,1.0,455.0,563.0,29.4,73.0,N,N,N,N,N,N,N,N,N,p24-RR82011
0.071,0.4,1.55,0.013,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,N,81.0,200.0,N,0.0,N,N,N,550.0,30.0,N,+,2.475,250.0,SA,200.0,1.0,439.0,549.0,28.8,71.0,N,N,N,N,N,N,N,N,N,p25-RR82011
0.071,0.4,1.55,0.013,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,N,81.0,200.0,N,0.0,N,N,N,550.0,30.0,N,+,2.475,250.0,SA,200.0,1.0,442.0,547.0,28.2,73.0,N,N,N,N,N,N,N,N,N,p25-RR82011
0.029,0.55,1.08,0.011,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,N,72.0,20.0,N,0.0,N,N,N,190.0,23.0,N,+,1.0925,250.0,MMA,200.0,1.0,437.0,509.0,31.4,80.0,N,N,N,N,N,N,N,N,N,RC81033
0.061,0.53,1.01,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,N,79.0,10.0,N,0.0,N,N,N,190.0,23.0,N,+,1.0925,250.0,MMA,200.0,1.0,449.0,525.0,30.6,78.0,N,N,N,N,N,N,N,N,N,RC81033
0.08,0.58,1.15,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,N,52.0,10.0,N,0.0,N,N,N,190.0,23.0,N,+,1.0925,250.0,MMA,200.0,1.0,492.0,573.0,27.6,75.0,N,N,N,N,N,N,N,N,N,RC81033
0.1,0.55,1.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,N,62.0,10.0,N,0.0,N,N,N,190.0,23.0,N,+,1.0925,250.0,MMA,200.0,1.0,507.0,575.0,27.6,73.0,N,N,N,N,N,N,N,N,N,RC81033
0.073,0.39,1.55,0.012,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,N,72.0,220.0,N,0.0,N,N,N,650.0,30.0,N,+,2.925,250.0,SA,200.0,1.0,435.0,546.0,27.0,73.0,N,N,N,N,N,N,N,N,N,p26-RR82011
0.073,0.39,1.55,0.012,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,N,72.0,220.0,N,0.0,N,N,N,650.0,30.0,N,+,2.925,250.0,SA,200.0,1.0,441.0,553.0,28.4,72.0,N,N,N,N,N,N,N,N,N,p26-RR82011
0.068,0.9,1.2,0.016,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,N,27.0,270.0,N,0.0,N,N,N,450.0,30.0,N,+,2.025,250.0,SA,200.0,1.0,473.0,582.0,26.8,70.0,N,N,N,N,N,N,N,N,N,p28-RR82011
0.068,0.9,1.2,0.016,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,N,27.0,270.0,N,0.0,N,N,N,450.0,30.0,N,+,2.025,250.0,SA,200.0,1.0,490.0,581.0,28.0,70.0,N,N,N,N,N,N,N,N,N,p28-RR82011
0.066,0.8,1.12,0.017,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,N,26.0,330.0,N,0.0,N,N,N,550.0,30.0,N,+,2.475,250.0,SA,200.0,1.0,469.0,561.0,29.0,69.0,N,N,N,N,N,N,N,N,N,p29-RR82011
0.066,0.8,1.12,0.017,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,N,26.0,330.0,N,0.0,N,N,N,550.0,30.0,N,+,2.475,250.0,SA,200.0,1.0,455.0,558.0,28.2,69.0,N,N,N,N,N,N,N,N,N,p29-RR82011
0.06,0.68,1.0,0.016,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,N,27.0,400.0,N,0.0,N,N,N,650.0,30.0,N,+,2.925,250.0,SA,200.0,1.0,449.0,540.0,26.8,66.0,N,N,N,N,N,N,N,N,N,p30-RR82011
0.06,0.68,1.0,0.016,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,N,27.0,400.0,N,0.0,N,N,N,650.0,30.0,N,+,2.925,250.0,SA,200.0,1.0,453.0,543.0,26.8,65.0,N,N,N,N,N,N,N,N,N,p30-RR82011
0.07,1.14,1.45,0.015,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,N,37.0,230.0,N,0.0,N,N,N,450.0,30.0,N,+,2.025,250.0,SA,200.0,1.0,530.0,636.0,26.6,64.0,N,N,N,N,N,N,N,N,N,p31-RR82011
0.07,1.14,1.45,0.015,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,N,37.0,230.0,N,0.0,N,N,N,450.0,30.0,N,+,2.025,250.0,SA,200.0,1.0,530.0,633.0,26.6,65.0,N,N,N,N,N,N,N,N,N,p31-RR82011
0.064,0.95,1.33,0.013,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,N,42.0,280.0,N,0.0,N,N,N,550.0,30.0,N,+,2.475,250.0,SA,200.0,1.0,516.0,613.0,23.6,63.0,N,N,N,N,N,N,N,N,N,p32-RR82011
0.064,0.95,1.33,0.013,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,N,42.0,280.0,N,0.0,N,N,N,550.0,30.0,N,+,2.475,250.0,SA,200.0,1.0,516.0,619.0,26.0,62.0,N,N,N,N,N,N,N,N,N,p32-RR82011
