Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Titanium concentration (%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),AC or DC,Electrode positive or negative,Type of weld,Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J)
0.044,0.04,0.45,0.014,0.017,0.165,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.3256720420320981,2.3,0.396966291346844,0.3582024295585102,0.40732496970010934,0.011788942024964574,0.012796273695681433,0.0014531291467425175,0.0027951500049632344,0.0,1.0,0.0,392.0,524.0,22.0,67.0,,
0.05,0.07,0.48,0.007,0.018,0.144,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2,2.2,0.445687874441528,0.37442914726768267,0.11,0.013575699953216776,0.007641330215113547,0.0007895781649597381,0.005967944939540344,0.0,1.0,0.0,473.0,578.0,21.0,71.0,,
0.05,0.18,0.63,0.015,0.018,0.075,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2,2.0,0.396966291346844,0.166098309744874,0.11,0.01478094240597539,0.006719340950787591,1.6542035262436883e-05,0.012047601715606482,0.0,1.0,0.0,543.0,649.0,20.0,71.0,,
0.049,0.39,0.78,0.022,0.018,0.068,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.7097577559040774,2.2,1.1,0.01,0.11,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,546.0,661.0,20.0,69.0,,
0.075,0.41,0.77,0.021,0.018,0.115,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.5983150448144383,2.2,1.1,0.07791881556599568,0.0558228995016356,0.009232210350908614,0.007641330215113547,0.0006286175325343884,0.020351377030622203,0.0,1.0,0.0,562.0,669.0,20.0,70.0,,
0.045,0.45,0.8,0.012,0.02,0.118,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2,2.4,1.0,0.8671682223810111,0.11,0.005689342478419967,0.004186391033309233,0.0012251974089342507,0.012370185873910412,0.0,1.0,0.0,603.0,705.0,19.0,66.0,,
0.036,0.55,0.84,0.013,0.02,0.107,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,1.7973343206757548,2.5,1.0,1.064590818414762,0.26618685293451155,0.01657254498618413,0.002162455423731573,0.0020557548217747267,0.008517076078923169,0.0,1.0,0.0,619.0,727.0,20.0,66.0,,
0.058,0.61,0.93,0.014,0.017,0.102,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.3110145237988428,2.5,1.1,0.23411871405110282,0.16612215961787116,0.012711730776992789,0.007641330215113547,0.00031645964247604356,0.03522567135393331,0.0,1.0,0.0,638.0,736.0,17.0,66.0,,
0.09,0.2,1.25,0.011,0.022,0.069,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,1.0908158593116806,2.4,0.9,0.01,0.05651489344468745,0.015305819739027735,0.015350874850779838,0.002102395040213086,0.010094261364579596,0.0,1.0,0.0,594.0,680.0,20.0,66.0,,
0.12,0.27,1.27,0.014,0.021,0.068,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.41879200575046055,2.4,0.9,1.0923929161705748,0.16432614796163858,0.006765639367580484,0.010839494314027795,0.001014845159625885,0.015521192100998702,0.0,1.0,0.0,,,,,,
0.09,0.39,1.18,0.013,0.022,0.057,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,1.4367819540958189,2.4,1.0,0.01,0.13176035373199435,0.038850682871950315,0.045494154481782165,0.0031219704016766056,0.012526605048022794,0.0,1.0,0.0,,,,,,
0.11,0.48,1.13,0.015,0.018,0.052,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,1.0424106841400227,2.4,0.9,0.01,0.16752340686887188,0.009781572965565572,0.01725603123768367,0.0009685094555107303,0.015573775048046804,0.0,1.0,0.0,,,,,,
0.09,0.59,1.1,0.013,0.02,0.054,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,1.265275775141081,2.4,0.8,0.7727636845742535,0.08175353606751394,0.005689342478419967,0.02637268260324064,0.0006286175325343884,0.024318631538301317,0.0,1.0,0.0,648.0,743.0,18.0,58.0,,
0.05,0.33,0.83,0.02,0.018,0.0423,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2,2.3,1.1,0.01,0.11,0.01219929087342631,0.01521637955034202,0.0008943701426014719,0.021827921756182995,0.0,1.0,0.0,,,,,,
0.09,0.3,1.25,0.02,0.016,0.0423,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2,2.0,1.1,0.974919718799387,0.11,0.024738503454229704,0.018131550667437855,0.0014316328563754124,0.008013105090477765,0.0,1.0,0.0,,,,,,
0.06,0.26,0.94,0.011,0.018,0.0423,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2,2.3,1.2,0.2322526141055834,0.028760628061962487,0.011852639872109003,0.007641330215113547,0.0010098517444203023,0.029425120071579144,0.0,1.0,0.0,,,,,,
0.05,0.34,0.96,0.017,0.018,0.0423,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,2.3603830715775773,2.4,1.1,0.01,0.11,0.02282413813614776,0.03140205836753654,0.0008931746862385322,0.020960542724331805,0.0,1.0,0.0,,,,,,
0.05,0.27,0.94,0.011,0.015,0.0423,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2,2.3,1.3,0.01,0.05728433900901818,0.01325057586956516,0.009140193322355076,0.0001905688937150603,0.003049319401956161,0.0,1.0,0.0,,,,,,
0.05,0.3,1.0,0.006,0.015,0.0423,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.35478040723539145,2.2,1.1,0.01,0.8131293003013355,0.006305150238264775,0.016037875451204834,0.0013297948979135322,0.005967944939540344,0.0,1.0,0.0,,,,,,
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.005463896961046565,0.011073630931423547,0.000450070073392974,0.021666044030779284,0.0,1.0,1.0,507.0,613.0,,,,
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.005689342478419967,0.002688992359067363,0.00021629613129921257,0.009719667894720653,0.0,1.0,1.0,,,,,20.0,231.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.012084895372361033,0.01186293604566571,0.00022375586808225946,0.02530103311139593,0.0,1.0,1.0,,,,,-10.0,197.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.015281371334343107,0.012283022817291227,0.0018739216498859282,0.028554218207418096,0.0,1.0,1.0,,,,,-30.0,170.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.02283890981717647,0.03446415727430409,0.0020242205479193117,0.008926207441790523,0.0,1.0,1.0,527.0,627.0,,,,
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.005967944939540344,0.0,1.0,1.0,,,,,20.0,224.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.005689342478419967,0.007843864542714006,0.0006286175325343884,0.005967944939540344,0.0,1.0,1.0,,,,,-10.0,203.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.007434553976804451,0.007641330215113547,0.001237922721250549,0.021528869115067364,0.0,1.0,1.0,,,,,-30.0,171.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.008290964351727905,0.005946620348743048,0.0006921318455900359,0.020240856616525166,0.0,1.0,1.0,515.0,616.0,,,,
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.013027335057424223,0.031804055343914346,0.0015482384153305945,0.03867239648163302,0.0,1.0,1.0,,,,,20.0,227.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.00963082487117553,0.0013437843653836493,0.00012186331832754048,0.023186747784911303,0.0,1.0,1.0,,,,,-10.0,175.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.007439686432755223,0.02568316079211451,0.0012254926639742232,0.019467256081885185,0.0,1.0,1.0,,,,,-30.0,152.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.0007108836221696082,0.00900744020722848,0.00027261400319080685,0.0067822776097161645,0.0,1.0,1.0,509.0,610.0,,,,
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.005689342478419967,0.003280745030862094,0.0006286175325343884,0.005967944939540344,0.0,1.0,1.0,,,,,20.0,221.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.019621291248060488,0.008647854616036808,0.0024592434553991384,0.02539476902585414,0.0,1.0,1.0,,,,,188.0,141.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.005689342478419967,0.006328332483779258,0.0006286175325343884,0.02296379177827278,0.0,1.0,1.0,,,,,-30.0,141.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.005689342478419967,0.007641330215113547,0.0006471632349266194,0.011746910767204324,0.0,1.0,1.0,504.0,612.0,,,,
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.010301967194072687,0.025724857162219977,0.0012614072721500137,0.01151791308854724,0.0,1.0,1.0,,,,,20.0,233.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.0068046046730809925,0.02394066453627334,0.00204024957916067,0.026114560196787092,0.0,1.0,1.0,,,,,-10.0,199.0
0.08,0.25,0.8,0.01,0.01,0.0423,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.01914698584992975,0.0016442937082139161,0.0018700383446542518,0.01362738754411943,0.0,1.0,1.0,,,,,-30.0,170.0
0.03,0.55,0.88,0.012,0.013,0.0423,0.0082,545.0,32.0,3.7,200.0,720.0,3.5,0.41599236578188975,2.06,1.08,0.01,0.461827049403138,0.0008566014662239711,0.01618568172553362,1.7449269927243916e-05,0.012682876653671762,0.0,1.0,1.0,315.0,500.0,,,,
0.03,0.55,0.88,0.012,0.013,0.0423,0.0082,545.0,32.0,3.7,200.0,720.0,3.5,0.6360256745727223,2.06,1.08,0.01,0.14331066996755928,0.015653586478216595,0.007641330215113547,0.0021672539282209234,0.013269262575781177,0.0,1.0,1.0,350.0,530.0,,,,
0.095,0.35,0.9,0.008,0.02,0.0269,0.0054,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007635430206331223,0.017,0.0007487994256568594,0.0,0.0,1.0,1.0,408.0,501.0,32.6,77.0,,
0.095,0.35,0.9,0.008,0.02,0.0269,0.0054,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005689342478419967,0.017,3.404074755878464e-05,0.0,0.0,1.0,1.0,394.0,496.0,34.2,78.0,,
0.093,0.32,0.86,0.01,0.018,0.0236,0.0054,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.021320226740297495,0.018,0.0013034255550701793,0.0,0.0,1.0,1.0,390.0,486.0,33.0,76.0,,
0.093,0.32,0.86,0.01,0.018,0.0236,0.0054,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014282292635100115,0.018,0.0012815735008343552,0.0,0.0,1.0,1.0,388.0,482.0,31.8,75.0,,
0.096,0.3,0.8,0.012,0.013,0.0265,0.0047,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008931995808951602,0.017,0.0012606357757433055,0.0,0.0,1.0,1.0,370.0,481.0,33.6,76.0,,
0.096,0.3,0.8,0.012,0.013,0.0265,0.0047,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010625118401263648,0.017,0.0012939278690767518,0.0,0.0,1.0,1.0,379.0,490.0,32.2,77.0,,
0.1,0.28,0.82,0.012,0.014,0.0258,0.0045,900.0,33.0,4.8,100.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013704143792718523,0.02,0.0011237879327960284,0.0,0.0,1.0,1.0,337.0,477.0,32.6,71.0,,
0.1,0.28,0.82,0.012,0.014,0.0258,0.0045,900.0,33.0,4.8,100.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022999672773514324,0.02,0.0006181898102637729,0.0,0.0,1.0,1.0,356.0,483.0,32.3,72.0,,
0.088,0.35,1.38,0.004,0.022,0.0268,0.0109,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01086036530114878,0.02,0.001379381779485741,0.0,0.0,1.0,1.0,456.0,563.0,30.2,75.0,,
0.088,0.35,1.38,0.004,0.022,0.0268,0.0109,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02239587448648545,0.02,0.0013315911298368913,0.0,0.0,1.0,1.0,458.0,567.0,29.6,74.0,,
0.089,0.32,1.36,0.005,0.019,0.0237,0.0085,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01631619488916052,0.018,0.00159633556323328,0.0,0.0,1.0,1.0,428.0,539.0,28.0,75.0,,
0.089,0.32,1.36,0.005,0.019,0.0237,0.0085,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010265652968765268,0.018,0.0006413624168751652,0.0,0.0,1.0,1.0,436.0,544.0,29.4,75.0,,
0.092,0.31,1.33,0.005,0.016,0.0252,0.0084,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003737446103325369,0.017,0.0006286175325343884,0.0,0.0,1.0,1.0,439.0,543.0,28.8,75.0,,
0.092,0.31,1.33,0.005,0.016,0.0252,0.0084,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005689342478419967,0.017,0.0006286175325343884,0.0,0.0,1.0,1.0,430.0,541.0,31.4,73.0,,
0.09,0.33,1.19,0.007,0.015,0.0234,0.0078,900.0,33.0,4.8,100.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011024100577931396,0.02,0.0011040166507340762,0.0,0.0,1.0,1.0,,539.0,27.1,67.0,,
0.09,0.33,1.19,0.007,0.015,0.0234,0.0078,900.0,33.0,4.8,100.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011161317359017233,0.02,0.0006286175325343884,0.0,0.0,1.0,1.0,413.0,540.0,28.6,69.0,,
0.075,0.47,1.31,0.014,0.02,0.0465,0.0049,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01510025470806342,0.019,0.002196811204331835,0.0,0.0,1.0,1.0,405.0,497.0,31.6,76.0,,
0.075,0.47,1.31,0.014,0.02,0.0465,0.0049,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02581790676032964,0.019,0.0015633217295719646,0.0,0.0,1.0,1.0,404.0,503.0,32.0,77.0,,
0.078,0.44,1.24,0.012,0.018,0.0479,0.0061,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005689342478419967,0.022,0.0006286175325343884,0.0,0.0,1.0,1.0,383.0,487.0,32.4,77.0,,
0.078,0.44,1.24,0.012,0.018,0.0479,0.0061,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005689342478419967,0.022,0.0006286175325343884,0.0,0.0,1.0,1.0,394.0,490.0,31.6,75.0,,
0.08,0.36,1.02,0.014,0.014,0.0513,0.0051,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.001582599025842182,0.023,0.0007149368563535608,0.0,0.0,1.0,1.0,386.0,483.0,30.8,74.0,,
0.08,0.36,1.02,0.014,0.014,0.0513,0.0051,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005689342478419967,0.023,0.0005836780273863313,0.0,0.0,1.0,1.0,378.0,477.0,31.0,75.0,,
0.077,0.44,1.61,0.012,0.021,0.0434,0.0105,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.017429963010071266,0.018,0.0019106642787979533,0.0,0.0,1.0,1.0,456.0,567.0,27.6,73.0,,
0.077,0.44,1.61,0.012,0.021,0.0434,0.0105,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0027855761889168766,0.018,0.0004933403295932916,0.0,0.0,1.0,1.0,455.0,563.0,29.4,73.0,,
0.071,0.4,1.55,0.013,0.019,0.0423,0.0081,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0014985647680531232,0.02,0.0006286175325343884,0.0,0.0,1.0,1.0,439.0,549.0,28.8,71.0,,
0.071,0.4,1.55,0.013,0.019,0.0423,0.0081,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006363623019701361,0.02,0.00046301125109165776,0.0,0.0,1.0,1.0,442.0,547.0,28.2,73.0,,
0.029,0.55,1.08,0.011,0.008,0.0342,0.0072,190.0,23.0,1.0925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03503791498545175,0.002,0.0020404954792730343,0.0,0.0,1.0,0.0,437.0,509.0,31.4,80.0,,
0.061,0.53,1.01,0.009,0.01,0.0307,0.0079,190.0,23.0,1.0925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012759659242360694,0.001,0.0009594223583910703,0.0,0.0,1.0,0.0,449.0,525.0,30.6,78.0,,
0.08,0.58,1.15,0.01,0.01,0.031,0.0052,190.0,23.0,1.0925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012117806268251463,0.001,0.000448090204690248,0.0,0.0,1.0,0.0,492.0,573.0,27.6,75.0,,
0.1,0.55,1.02,0.01,0.01,0.0262,0.0062,190.0,23.0,1.0925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004247366164118173,0.001,0.000246774476065898,0.0,0.0,1.0,0.0,507.0,575.0,27.6,73.0,,
0.073,0.39,1.55,0.012,0.018,0.0463,0.0072,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02139861036819317,0.022,0.002124700611763373,0.0,0.0,1.0,1.0,435.0,546.0,27.0,73.0,,
0.073,0.39,1.55,0.012,0.018,0.0463,0.0072,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012692606965626393,0.022,0.0003850938129224364,0.0,0.0,1.0,1.0,441.0,553.0,28.4,72.0,,
0.068,0.9,1.2,0.016,0.024,0.0789,0.0027,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010256023504918605,0.027,0.00011559847914245018,0.0,0.0,1.0,1.0,473.0,582.0,26.8,70.0,,
0.068,0.9,1.2,0.016,0.024,0.0789,0.0027,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008207433664358109,0.027,0.0008806647588062027,0.0,0.0,1.0,1.0,490.0,581.0,28.0,70.0,,
0.066,0.8,1.12,0.017,0.021,0.0774,0.0026,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02167227719272425,0.033,0.0015278508058254277,0.0,0.0,1.0,1.0,469.0,561.0,29.0,69.0,,
0.066,0.8,1.12,0.017,0.021,0.0774,0.0026,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01455359905866868,0.033,0.0009639627682836727,0.0,0.0,1.0,1.0,455.0,558.0,28.2,69.0,,
0.06,0.68,1.0,0.016,0.017,0.0821,0.0027,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.020701918270855706,0.04,0.0015908936194718502,0.0,0.0,1.0,1.0,449.0,540.0,26.8,66.0,,
0.06,0.68,1.0,0.016,0.017,0.0821,0.0027,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008358276559539374,0.04,0.0008747790392139575,0.0,0.0,1.0,1.0,453.0,543.0,26.8,65.0,,
0.07,1.14,1.45,0.015,0.027,0.0699,0.0037,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007608325678984339,0.023,0.0005306503438955654,0.0,0.0,1.0,1.0,530.0,636.0,26.6,64.0,,
0.07,1.14,1.45,0.015,0.027,0.0699,0.0037,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0012448985578707031,0.023,0.0003124506213668921,0.0,0.0,1.0,1.0,530.0,633.0,26.6,65.0,,
0.064,0.95,1.33,0.013,0.024,0.0765,0.0042,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005689342478419967,0.028,0.0006286175325343884,0.0,0.0,1.0,1.0,516.0,613.0,23.6,63.0,,
0.064,0.95,1.33,0.013,0.024,0.0765,0.0042,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.015915668967278807,0.028,0.0012431967158835367,0.0,0.0,1.0,1.0,516.0,619.0,26.0,62.0,,
0.073,0.76,1.14,0.015,0.018,0.0711,0.0046,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.016333539417904816,0.035,0.0012309945666878627,0.0,0.0,1.0,1.0,481.0,577.0,27.8,65.0,,
0.073,0.76,1.14,0.015,0.018,0.0711,0.0046,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.021252543813335238,0.035,0.0019259184542095803,0.0,0.0,1.0,1.0,479.0,581.0,26.2,65.0,,
0.072,1.08,1.71,0.015,0.028,0.0609,0.0065,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02048117767238394,0.032,0.0013061575090080589,0.0,0.0,1.0,1.0,592.0,690.0,23.4,51.0,,
0.072,1.08,1.71,0.015,0.028,0.0609,0.0065,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,2.939780343709595e-05,0.032,0.00025619694922865286,0.0,0.0,1.0,1.0,584.0,686.0,21.0,47.0,,
0.071,0.84,1.53,0.012,0.022,0.072,0.0072,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.028901498898702832,0.031,0.0016395289201013696,0.0,0.0,1.0,1.0,560.0,652.0,25.0,56.0,,
0.071,0.84,1.53,0.012,0.022,0.072,0.0072,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005689342478419967,0.031,0.0006650546324483948,0.0,0.0,1.0,1.0,577.0,651.0,22.8,54.0,,
0.077,0.64,1.43,0.013,0.017,0.0646,0.0075,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0036685277472754433,0.033,0.0007604574351337812,0.0,0.0,1.0,1.0,516.0,613.0,25.4,59.0,,
0.077,0.64,1.43,0.013,0.017,0.0646,0.0075,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007250766419448471,0.033,0.0015355383823054591,0.0,0.0,1.0,1.0,520.0,617.0,24.0,58.0,,
0.073,0.34,0.64,0.008,0.007,0.045,0.0063,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.0,0.0005,0.0,0.0007,0.0005,0.0005,0.0005,0.0,0.0,0.0,404.0,494.0,32.4,76.0,,
0.073,0.34,0.64,0.008,0.007,0.045,0.0063,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.0,0.0005,0.0,0.0007,0.0005,0.0005,0.0005,0.0,0.0,0.0,,,,,-46.0,100.0
0.073,0.34,0.64,0.008,0.007,0.045,0.0063,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.0,0.0005,0.0,0.0007,0.0005,0.0005,0.0005,0.0,0.0,0.0,,,,,-70.0,28.0
0.064,0.3,0.63,0.006,0.008,0.0473,0.007,170.0,21.0,1.0,200.0,250.0,14.0,0.92,0.0,0.0,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,423.0,501.0,31.8,77.0,,
0.064,0.3,0.63,0.006,0.008,0.0473,0.007,170.0,21.0,1.0,200.0,250.0,14.0,0.92,0.0,0.0,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,,,,,-63.0,100.0
0.064,0.3,0.63,0.006,0.008,0.0473,0.007,170.0,21.0,1.0,200.0,250.0,14.0,0.92,0.0,0.0,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,,,,,-88.0,28.0
0.065,0.26,0.61,0.007,0.007,0.0488,0.0086,170.0,21.0,1.0,200.0,250.0,14.0,2.14,0.0,0.0,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,443.0,528.0,32.4,76.0,,
0.065,0.26,0.61,0.007,0.007,0.0488,0.0086,170.0,21.0,1.0,200.0,250.0,14.0,2.14,0.0,0.0,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,,,,,-65.0,100.0
0.065,0.26,0.61,0.007,0.007,0.0488,0.0086,170.0,21.0,1.0,200.0,250.0,14.0,2.14,0.0,0.0,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,,,,,-95.0,28.0
0.062,0.29,0.62,0.007,0.007,0.05,0.0072,170.0,21.0,1.0,200.0,250.0,14.0,3.01,0.0,0.0,0.0005,0.0,0.0006,0.0005,0.0005,0.0005,0.0,0.0,0.0,457.0,543.0,27.6,77.0,,
0.062,0.29,0.62,0.007,0.007,0.05,0.0072,170.0,21.0,1.0,200.0,250.0,14.0,3.01,0.0,0.0,0.0005,0.0,0.0006,0.0005,0.0005,0.0005,0.0,0.0,0.0,,,,,-65.0,100.0
