Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Titanium concentration (%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),AC or DC,Electrode positive or negative,Type of weld,Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J)
0.06,0.2,1.15,0.007,0.017,0.035,0.0097,170.0,21.0,2.4,125.0,605.0,1.92,0.16,0.052,0.45,0.6802637690664195,0.128,0.004499638957081011,0.0009466062818343432,0.00028557413046317057,0.005967944939540344,0.0,1.0,1.0,630.0,708.0,24.8,63.0,,
0.06,0.2,1.15,0.007,0.017,0.035,0.0097,170.0,21.0,2.4,125.0,605.0,1.92,0.16,0.052,0.45,0.01,0.128,0.01331674247354709,0.005695225633210354,0.002294089119486325,0.03560412927959172,0.0,1.0,1.0,,,,,-10.0,80.0
0.06,0.2,1.15,0.007,0.017,0.035,0.0097,170.0,21.0,2.4,125.0,605.0,1.92,0.16,0.052,0.45,0.3490746484106799,0.128,0.005689342478419967,0.01912595704322434,0.0006286175325343884,0.005967944939540344,0.0,1.0,1.0,,,,,-43.0,40.0
0.06,0.2,1.15,0.007,0.017,0.035,0.0097,170.0,21.0,2.4,125.0,605.0,1.92,0.16,0.052,0.45,0.025432386173736374,0.128,0.003636538814834727,0.03242753454355496,0.0003737672941066995,0.0126198579240511,0.0,1.0,1.0,,,,,,
0.11,0.18,0.7,0.007,0.01,0.0423,0.0062,535.0,63.0,1.8,225.0,690.0,24.0,0.13,2.28,0.27,0.5103054936101291,0.4584971382178019,0.020933267536082132,0.022534045163019982,0.0020727996268171916,0.02,1.0,0.0,3.0,606.0,707.0,22.0,63.0,,
0.1,0.17,0.67,0.007,0.01,0.0423,0.024,535.0,63.0,1.8,225.0,690.0,24.0,0.14,2.31,0.29,0.01,0.295911658073936,0.005689342478419967,0.009785706180561946,0.0006286175325343884,0.024,1.0,0.0,3.0,596.0,703.0,20.0,62.0,,
0.11,0.17,0.65,0.007,0.01,0.0423,0.0068,535.0,63.0,1.8,225.0,690.0,24.0,0.02,2.28,0.27,0.262953784510631,0.05943358600886635,0.005689342478419967,0.013347147909388967,0.00021895969687798323,0.0068,1.0,0.0,3.0,597.0,700.0,22.0,58.0,,
0.1,0.16,0.61,0.007,0.01,0.0423,0.026,535.0,63.0,1.8,225.0,690.0,24.0,0.02,2.27,0.27,0.15686833416623414,0.11,0.004957885771703243,0.020815980388379333,0.0009976989285135187,0.026,1.0,0.0,3.0,608.0,702.0,21.0,60.0,,
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.3677520628485216,0.010692721028325667,0.004735623428973585,0.0010003814042895747,0.018973301901572683,0.0,1.0,2.0,440.0,540.0,24.0,67.0,,
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.45758242116912384,0.0065155278637947485,0.02255480701701904,0.00019268146519969354,0.011969980860809375,0.0,1.0,2.0,,,,,-80.0,9.0
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.11,0.005689342478419967,0.012467969175512248,0.0003530426990776369,0.03161607025227381,0.0,1.0,2.0,,,,,-70.0,9.0
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.11,0.03461779508368102,0.03707288363912929,0.0033862623605192483,0.016295793415948025,0.0,1.0,2.0,,,,,-60.0,9.0
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.11,0.012364922879831455,0.012347018438263786,0.0018140103798795076,0.020010894445970626,0.0,1.0,2.0,,,,,-40.0,19.0
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.11,0.005689342478419967,0.007773337604143512,0.0006286175325343884,0.0032823944249804927,0.0,1.0,2.0,,,,,-30.0,28.0
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.5056753656431874,0.01068005474603468,0.014351309060419544,0.00044603890374866407,0.02457656822621267,0.0,1.0,2.0,,,,,-20.0,43.0
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.49718242453902606,0.0020556580983405945,0.013711345474890583,0.00045027583714756615,0.026715076298302998,0.0,1.0,2.0,,,,,0.0,117.0
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.24218173565363843,0.009365142517863159,0.019811923183623098,0.0014335742686205377,0.022420244621117715,0.0,1.0,2.0,,,,,20.0,179.0
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.16020472837522406,0.03954708254508462,0.025764346075625815,0.0034534605752545387,0.012548564614880388,0.0,1.0,2.0,,,,,40.0,204.0
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.702117597763929,0.005689342478419967,0.028020004817782464,0.0009752230646818762,0.008426823664098573,0.0,1.0,2.0,,,,,60.0,210.0
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.11,0.03126889133107934,0.029319275010514723,0.003097190405937186,0.02499211182967849,0.0,1.0,2.0,,,,,70.0,210.0
0.048,0.13,1.06,0.014,0.016,0.0768,0.0266,300.0,28.0,1.96,150.0,690.0,10.0,0.23,2.02,1.3,0.02,0.19305645324545637,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.005967944939540344,0.0,1.0,2.0,506.0,598.0,22.0,70.0,,
0.048,0.13,1.06,0.014,0.016,0.0768,0.0266,300.0,28.0,1.96,150.0,690.0,10.0,0.23,2.02,1.3,0.02,0.11,0.019143113432103686,0.0016003687709345692,0.0008515472518715803,0.005967944939540344,0.0,1.0,2.0,,,,,-70.0,6.0
0.048,0.13,1.06,0.014,0.016,0.0768,0.0266,300.0,28.0,1.96,150.0,690.0,10.0,0.23,2.02,1.3,0.02,0.3210505843355218,0.006014836097339384,0.007641330215113547,0.0014713865798521189,0.03645418322727283,0.0,1.0,2.0,,,,,-60.0,6.0
0.048,0.13,1.06,0.014,0.016,0.0768,0.0266,300.0,28.0,1.96,150.0,690.0,10.0,0.23,2.02,1.3,0.02,0.3318406502000587,0.008986180311833125,0.0031246693981563448,0.00039660224999268337,0.014468448262145049,0.0,1.0,2.0,,,,,-40.0,15.0
0.048,0.13,1.06,0.014,0.016,0.0768,0.0266,300.0,28.0,1.96,150.0,690.0,10.0,0.23,2.02,1.3,0.02,0.17646267526745552,0.02329313762685696,0.029484988955615507,0.0031495133739264393,0.034286102762975265,0.0,1.0,2.0,,,,,-20.0,68.0
0.048,0.13,1.06,0.014,0.016,0.0768,0.0266,300.0,28.0,1.96,150.0,690.0,10.0,0.23,2.02,1.3,0.02,0.11,0.012635465365030948,0.00629690226530146,0.0009506205129783829,0.039352285223610436,0.0,1.0,2.0,,,,,0.0,120.0
0.048,0.13,1.06,0.014,0.016,0.0768,0.0266,300.0,28.0,1.96,150.0,690.0,10.0,0.23,2.02,1.3,0.02,0.11975861358045486,0.014412883913789485,0.03665979875993486,0.001501318350191064,0.031469139447475716,0.0,1.0,2.0,,,,,20.0,151.0
0.048,0.13,1.06,0.014,0.016,0.0768,0.0266,300.0,28.0,1.96,150.0,690.0,10.0,0.23,2.02,1.3,0.02,0.19033022471750066,0.00768650986192255,0.018878618748956882,0.0013992195733611135,0.03251271531756099,0.0,1.0,2.0,,,,,40.0,160.0
0.048,0.13,1.06,0.014,0.016,0.0768,0.0266,300.0,28.0,1.96,150.0,690.0,10.0,0.23,2.02,1.3,0.02,0.04414630599394222,0.02716697363731564,0.014956094306591446,0.0017031436823717985,0.014274007223678956,0.0,1.0,2.0,,,,,60.0,164.0
0.043,0.12,0.86,0.011,0.017,0.0922,0.0123,300.0,20.0,2.08,150.0,690.0,10.0,0.2,2.01,0.93,0.02,0.11,0.005689342478419967,0.007511265709409569,0.0006286175325343884,0.005967944939540344,0.0,1.0,2.0,505.0,600.0,19.0,69.0,,
0.043,0.12,0.86,0.011,0.017,0.0922,0.0123,300.0,20.0,2.08,150.0,690.0,10.0,0.2,2.01,0.93,0.02,0.3600616375871655,0.005689342478419967,0.017005605053554133,0.0006286175325343884,0.029084687195598598,0.0,1.0,2.0,,,,,-70.0,3.0
0.043,0.12,0.86,0.011,0.017,0.0922,0.0123,300.0,20.0,2.08,150.0,690.0,10.0,0.2,2.01,0.93,0.02,0.11,0.018387809101436857,0.012483779110817083,0.0014360262254533606,0.0009914911751382795,0.0,1.0,2.0,,,,,-60.0,3.0
0.043,0.12,0.86,0.011,0.017,0.0922,0.0123,300.0,20.0,2.08,150.0,690.0,10.0,0.2,2.01,0.93,0.02,0.11,0.02024550172650725,0.0037377364788359364,0.001041868402385643,0.009041412151504166,0.0,1.0,2.0,,,,,-20.0,9.0
0.043,0.12,0.86,0.011,0.017,0.0922,0.0123,300.0,20.0,2.08,150.0,690.0,10.0,0.2,2.01,0.93,0.02,0.11,0.01559313266166089,0.027253117137036598,0.0018012909764803804,0.017090853281976806,0.0,1.0,2.0,,,,,0.0,12.0
0.043,0.12,0.86,0.011,0.017,0.0922,0.0123,300.0,20.0,2.08,150.0,690.0,10.0,0.2,2.01,0.93,0.02,0.17658314225841337,0.013156748883695338,0.015174677254322432,0.001728739435018448,0.01847715547028498,0.0,1.0,2.0,,,,,10.0,43.0
0.043,0.12,0.86,0.011,0.017,0.0922,0.0123,300.0,20.0,2.08,150.0,690.0,10.0,0.2,2.01,0.93,0.02,0.11,0.009910109748739607,0.029497419609675626,0.002300003266256857,0.035371024295714815,0.0,1.0,2.0,,,,,20.0,65.0
0.043,0.12,0.86,0.011,0.017,0.0922,0.0123,300.0,20.0,2.08,150.0,690.0,10.0,0.2,2.01,0.93,0.02,0.11,0.03732737732374036,0.01943669065796648,0.002843694981506715,0.015431903910537021,0.0,1.0,2.0,,,,,30.0,65.0
0.042,0.14,1.33,0.012,0.015,0.0735,0.0236,300.0,28.0,1.96,150.0,690.0,10.0,0.26,2.39,1.21,0.015,0.11,0.011134507913958813,0.017740764160272097,0.0011340483606839613,0.003873492407924629,0.0,1.0,2.0,520.0,620.0,20.0,54.0,,
0.042,0.14,1.33,0.012,0.015,0.0735,0.0236,300.0,28.0,1.96,150.0,690.0,10.0,0.26,2.39,1.21,0.015,0.467619134917047,0.010986461329690993,0.007641330215113547,0.0010378656400640105,0.01162530291056076,0.0,1.0,2.0,,,,,-80.0,6.0
0.042,0.14,1.33,0.012,0.015,0.0735,0.0236,300.0,28.0,1.96,150.0,690.0,10.0,0.26,2.39,1.21,0.015,0.03709711429961461,0.011747316891683698,0.0008449909107179979,0.0008099162436113576,0.007943804363085871,0.0,1.0,2.0,,,,,-70.0,6.0
0.042,0.14,1.33,0.012,0.015,0.0735,0.0236,300.0,28.0,1.96,150.0,690.0,10.0,0.26,2.39,1.21,0.015,0.18189406228451716,0.011576840596922022,0.007641330215113547,0.0010893235528448362,0.004235619806721802,0.0,1.0,2.0,,,,,-60.0,12.0
0.042,0.14,1.33,0.012,0.015,0.0735,0.0236,300.0,28.0,1.96,150.0,690.0,10.0,0.26,2.39,1.21,0.015,0.09744534949396703,0.020524129418885692,0.036631554206850325,0.0012573765147737823,0.023475192578411515,0.0,1.0,2.0,,,,,-40.0,49.0
0.042,0.14,1.33,0.012,0.015,0.0735,0.0236,300.0,28.0,1.96,150.0,690.0,10.0,0.26,2.39,1.21,0.015,0.6087867220400545,0.012471687958784351,0.007641330215113547,0.0005820998629885722,0.005967944939540344,0.0,1.0,2.0,,,,,-20.0,96.0
0.042,0.14,1.33,0.012,0.015,0.0735,0.0236,300.0,28.0,1.96,150.0,690.0,10.0,0.26,2.39,1.21,0.015,0.1817431354985879,0.0032631221324088385,0.023372734593595824,0.0011557579419199685,0.02972964171564183,0.0,1.0,2.0,,,,,0.0,123.0
0.042,0.14,1.33,0.012,0.015,0.0735,0.0236,300.0,28.0,1.96,150.0,690.0,10.0,0.26,2.39,1.21,0.015,0.10367674445116659,0.011362842476656742,0.015791838452189316,0.0019951758841467017,0.018241578604599618,0.0,1.0,2.0,,,,,20.0,139.0
0.042,0.14,1.33,0.012,0.015,0.0735,0.0236,300.0,28.0,1.96,150.0,690.0,10.0,0.26,2.39,1.21,0.015,0.04653057444419323,0.009001358658806602,0.02498449448481482,0.001425304715387017,0.010595437355124492,0.0,1.0,2.0,,,,,40.0,135.0
0.042,0.14,1.33,0.012,0.015,0.0735,0.0236,300.0,28.0,1.96,150.0,690.0,10.0,0.26,2.39,1.21,0.015,0.5238395171772783,0.009501373615910134,0.0018325491945299834,0.0009183097131247041,0.0113610220483709,0.0,1.0,2.0,,,,,60.0,148.0
0.047,0.42,1.0,0.015,0.016,0.0695,0.0165,300.0,28.0,2.08,150.0,690.0,10.0,0.17,2.29,1.04,0.018,0.11,0.008569779398304516,0.017611686476458097,0.0008771698936401715,0.013766608734422384,0.0,1.0,2.0,537.0,620.0,11.0,24.0,,
0.047,0.42,1.0,0.015,0.016,0.0695,0.0165,300.0,28.0,2.08,150.0,690.0,10.0,0.17,2.29,1.04,0.018,0.13433777839167763,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.004887807721855161,0.0,1.0,2.0,,,,,-70.0,9.0
0.047,0.42,1.0,0.015,0.016,0.0695,0.0165,300.0,28.0,2.08,150.0,690.0,10.0,0.17,2.29,1.04,0.018,0.11,0.005689342478419967,0.007967125313717089,0.0002730922027689077,0.028330085495468532,0.0,1.0,2.0,,,,,-60.0,9.0
0.047,0.42,1.0,0.015,0.016,0.0695,0.0165,300.0,28.0,2.08,150.0,690.0,10.0,0.17,2.29,1.04,0.018,0.19193860082641398,0.005689342478419967,0.005407945138014852,0.0006286175325343884,0.005845370673387805,0.0,1.0,2.0,,,,,-40.0,12.0
0.047,0.42,1.0,0.015,0.016,0.0695,0.0165,300.0,28.0,2.08,150.0,690.0,10.0,0.17,2.29,1.04,0.018,0.1646521677282913,0.011766995800931424,0.01605603036348953,0.0011745398986309384,0.0068608753566762205,0.0,1.0,2.0,,,,,-20.0,22.0
0.047,0.42,1.0,0.015,0.016,0.0695,0.0165,300.0,28.0,2.08,150.0,690.0,10.0,0.17,2.29,1.04,0.018,0.4324070153450889,0.011758289839896734,0.007641330215113547,0.0008880839549755455,0.015311091354098265,0.0,1.0,2.0,,,,,0.0,46.0
0.047,0.42,1.0,0.015,0.016,0.0695,0.0165,300.0,28.0,2.08,150.0,690.0,10.0,0.17,2.29,1.04,0.018,0.11,0.02157826291181567,0.003770905525877907,0.002276697577225867,0.026873454767654216,0.0,1.0,2.0,,,,,20.0,96.0
0.047,0.42,1.0,0.015,0.016,0.0695,0.0165,300.0,28.0,2.08,150.0,690.0,10.0,0.17,2.29,1.04,0.018,0.11,0.007047952261601368,0.007641330215113547,0.00036503302284345907,0.013332209709392749,0.0,1.0,2.0,,,,,40.0,154.0
0.047,0.42,1.0,0.015,0.016,0.0695,0.0165,300.0,28.0,2.08,150.0,690.0,10.0,0.17,2.29,1.04,0.018,0.45615773575444096,0.006626874164908048,0.0029932286223531912,0.00015883858194285048,0.008204259139686611,0.0,1.0,2.0,,,,,60.0,164.0
0.047,0.42,1.0,0.015,0.016,0.0695,0.0165,300.0,28.0,2.08,150.0,690.0,10.0,0.17,2.29,1.04,0.018,0.11,0.006118685243818628,0.015317486296732147,0.00029349872694200974,0.005967944939540344,0.0,1.0,2.0,,,,,70.0,167.0
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.11,0.005689342478419967,0.0042339992135696095,0.001527680283295218,0.032292422037166604,0.0,1.0,2.0,595.0,675.0,24.0,69.0,,
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.47818078344396214,0.0051076711468442965,0.025825328811092323,0.0012035058882330703,0.006918667689223669,0.0,1.0,2.0,,,,,-70.0,3.0
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.24739690271596854,0.0090828409267673,0.01087000868489461,0.0005075680921410222,0.00584106626560627,0.0,1.0,2.0,,,,,-60.0,3.0
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.46409972710227476,0.0076930612644776075,0.007748080019484906,0.0009356701588341945,0.027696165552539453,0.0,1.0,2.0,,,,,-40.0,6.0
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.11,0.009648792373546405,0.018649484568933145,0.0011117999726795566,0.023273412573612616,0.0,1.0,2.0,,,,,-20.0,12.0
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.6637787019634362,0.005689342478419967,0.017288807104189414,0.0006286175325343884,0.010316646807301787,0.0,1.0,2.0,,,,,0.0,31.0
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.01265329269877738,0.019027638879700257,0.014484216081766924,0.0015234068539354143,0.011666189047292946,0.0,1.0,2.0,,,,,20.0,52.0
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.28533026066710765,0.02048948408284828,0.02116590519993394,0.0017631549931443253,0.0223392218722909,0.0,1.0,2.0,,,,,40.0,80.0
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.2772484588755377,0.012163583340852907,0.017762404208232368,0.0006286632929289651,0.013712134797868453,0.0,1.0,2.0,,,,,50.0,93.0
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.4846744028840147,0.013268897003815627,0.007641330215113547,0.0004313604032267995,0.025019217791811724,0.0,1.0,2.0,,,,,60.0,99.0
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.024219072237440492,0.016563774918776156,0.038730539573856096,0.001794916452144266,0.005967944939540344,0.0,1.0,2.0,,,,,70.0,105.0
0.062,0.24,1.24,0.14,0.25,0.0408,0.0269,290.0,29.0,2.0,150.0,690.0,10.0,0.22,2.17,0.98,0.18,0.6929995776873764,0.0075633246289176,0.01088986855367288,0.0003166004467667408,0.004356344726359169,0.0,1.0,2.0,643.0,708.0,16.0,32.0,,
0.062,0.24,1.24,0.14,0.25,0.0408,0.0269,290.0,29.0,2.0,150.0,690.0,10.0,0.22,2.17,0.98,0.18,0.28439768514276254,0.006120909365012905,0.026596631282439102,0.0008643488652409816,0.00695670521509455,0.0,1.0,2.0,,,,,-70.0,6.0
0.062,0.24,1.24,0.14,0.25,0.0408,0.0269,290.0,29.0,2.0,150.0,690.0,10.0,0.22,2.17,0.98,0.18,0.11,0.013028323277198273,0.007641330215113547,0.0011228781492856194,0.02753065952658158,0.0,1.0,2.0,,,,,-60.0,9.0
0.062,0.24,1.24,0.14,0.25,0.0408,0.0269,290.0,29.0,2.0,150.0,690.0,10.0,0.22,2.17,0.98,0.18,0.11,0.013657736167358787,0.011919183544505663,0.0012700578504221344,0.0381022518271861,0.0,1.0,2.0,,,,,-40.0,19.0
0.062,0.24,1.24,0.14,0.25,0.0408,0.0269,290.0,29.0,2.0,150.0,690.0,10.0,0.22,2.17,0.98,0.18,0.0070111871852933105,0.029450280610816275,0.01739998230361283,0.001513454796357746,0.005593267399676369,0.0,1.0,2.0,,,,,-20.0,37.0
0.062,0.24,1.24,0.14,0.25,0.0408,0.0269,290.0,29.0,2.0,150.0,690.0,10.0,0.22,2.17,0.98,0.18,0.11,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.01947707631970182,0.0,1.0,2.0,,,,,0.0,56.0
0.062,0.24,1.24,0.14,0.25,0.0408,0.0269,290.0,29.0,2.0,150.0,690.0,10.0,0.22,2.17,0.98,0.18,0.11,0.0012270196747769715,0.008452420347097813,0.0009862747526902587,0.008479160095159852,0.0,1.0,2.0,,,,,20.0,62.0
0.062,0.24,1.24,0.14,0.25,0.0408,0.0269,290.0,29.0,2.0,150.0,690.0,10.0,0.22,2.17,0.98,0.18,0.11,0.0016585796334249669,0.003203374657730977,0.0007323233725339822,0.003839942769584664,0.0,1.0,2.0,,,,,40.0,68.0
0.062,0.24,1.24,0.14,0.25,0.0408,0.0269,290.0,29.0,2.0,150.0,690.0,10.0,0.22,2.17,0.98,0.18,0.5144812134512713,0.014794026942293263,0.0007840878641354465,0.0006880189056489931,0.009832805177027603,0.0,1.0,2.0,,,,,60.0,68.0
0.062,0.24,1.24,0.14,0.25,0.0408,0.0269,290.0,29.0,2.0,150.0,690.0,10.0,0.22,2.17,0.98,0.18,0.20033104732552587,0.012409860763144303,0.025717939714242286,0.0006024757990641495,0.022766905822906653,0.0,1.0,2.0,,,,,70.0,71.0
0.055,0.37,0.82,0.021,0.008,0.0694,0.016,170.0,21.0,3.6,177.0,0.0,0.0,0.086,2.5,0.99,0.01,0.51,0.005,0.013,5.104420666568986e-05,0.02232255527701361,0.0,1.0,3.0,740.0,901.0,15.0,41.8,,
0.055,0.37,0.82,0.021,0.008,0.0694,0.016,170.0,21.0,3.6,177.0,482.0,4.5,0.086,2.5,0.99,0.01,0.51,0.005,0.013,0.00202841712410942,0.0375554511183063,0.0,1.0,3.0,776.0,909.0,16.8,43.0,,
0.055,0.37,0.82,0.021,0.008,0.0694,0.016,170.0,21.0,3.6,177.0,593.0,4.5,0.086,2.5,0.99,0.01,0.51,0.005,0.013,0.0005994722235005216,0.005415602613880983,0.0,1.0,3.0,719.0,811.0,16.0,44.6,,
0.055,0.37,0.82,0.021,0.008,0.0694,0.016,170.0,21.0,3.6,177.0,704.0,4.5,0.086,2.5,0.99,0.01,0.51,0.005,0.013,0.0006515461722513367,0.03253766211830354,0.0,1.0,3.0,457.0,569.0,25.8,67.0,,
0.13,0.17,0.73,0.003,0.008,0.0423,0.0082,450.0,26.0,2.8,225.0,690.0,14.0,0.06,2.3,1.0,0.021,0.08,0.001,0.014,0.0008131210722987479,0.001,0.0,1.0,5.0,437.0,585.0,23.0,,,
0.11,0.27,0.65,0.005,0.007,0.0423,0.0082,277.5,27.0,1.85,175.0,690.0,14.0,0.02,2.47,1.12,0.012,0.17,0.001,0.006,0.0006286175325343884,0.003,0.0,1.0,6.0,431.0,570.0,28.0,,,
0.069,0.53,0.58,0.018,0.014,0.043,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2,2.6,1.1,0.01,0.11,0.005689342478419967,9.69912995799683e-05,0.00034732686329159816,0.015752192881829538,0.0,1.0,0.0,593.0,698.0,17.0,67.0,,
0.05,0.45,0.73,0.015,0.018,0.046,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.6968829940851208,2.8,1.1,0.01,0.4968200438954852,0.010685105624263277,0.018590005951215228,0.0010973804177437897,0.005209827880193021,0.0,1.0,0.0,591.0,705.0,17.0,70.0,,
0.051,0.43,0.76,0.024,0.019,0.041,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.8424608401851281,2.8,1.1,0.01,0.16278640243480796,0.0008096575195454458,0.010273091303815063,0.00011059099439191042,0.005967944939540344,0.0,1.0,0.0,614.0,713.0,18.0,67.0,,
0.067,0.13,0.94,0.017,0.026,0.055,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.7543021419492322,2.9,1.4,0.08465269775824938,0.11,0.003347482608051066,0.014528422761510857,0.0004756825622077501,0.02455516434249922,0.0,1.0,0.0,546.0,658.0,18.0,65.0,,
0.058,0.2,0.55,0.027,0.027,0.073,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2,1.8,1.2,0.01,0.28417640919658393,0.005689342478419967,0.0253988206900655,0.0004999208473588911,0.02818900430385113,0.0,1.0,0.0,464.0,578.0,23.0,71.0,,
0.125,0.39,0.88,0.025,0.028,0.047,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.006750338414512613,2.5,1.4,0.36066583879523595,0.11,0.006360702086483148,0.0022147289896011267,0.0001514975928651573,0.005967944939540344,0.0,1.0,0.0,646.0,737.0,18.0,63.0,,
0.053,0.3,0.84,0.019,0.012,0.069,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.6466152602114539,2.1,1.3,1.122744796390426,0.11,0.03161160877090726,0.03566740853573131,0.0031454696151782726,0.031244745078657293,0.0,1.0,0.0,536.0,652.0,20.0,73.0,,
0.075,0.35,0.8,0.02,0.017,0.055,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2,2.3,1.5,0.19919099566291953,0.3736511912449549,0.001246502779791353,0.018976069495499473,0.0008958697916739665,0.005967944939540344,0.0,1.0,0.0,546.0,648.0,18.0,17.0,,
0.065,0.39,0.77,0.029,0.016,0.056,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2,2.4,1.4,0.16683229031615648,0.030413123407387582,0.01648847979858773,0.009995940149019469,0.002306971324136993,0.03052444295793088,0.0,1.0,0.0,581.0,693.0,20.0,69.0,,
0.061,0.32,0.27,0.022,0.016,0.069,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2,2.2,1.2,0.01,0.5260192384918785,0.0120042689500938,0.01634221069018371,0.0007425340592948395,0.016660011781470863,0.0,1.0,0.0,537.0,648.0,22.0,65.0,,
0.043,0.34,0.45,0.019,0.017,0.058,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,1.4562582215454014,2.2,1.4,0.11551692577351588,0.11,0.015095447461377582,0.011694984771158162,0.0011863417830424285,0.01602070248425041,0.0,1.0,0.0,527.0,635.0,20.0,67.0,,
0.066,0.41,0.67,0.018,0.029,0.062,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2,2.5,1.2,1.0867124733655096,0.24602605592072216,0.006200611706155989,0.007641330215113547,0.0005014206076144731,0.018082112928491382,0.0,1.0,0.0,561.0,666.0,20.0,68.0,,
0.1,0.44,0.8,0.021,0.02,0.052,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,1.6448314525733707,2.5,1.2,0.968316666158762,0.11,0.00787902549294649,0.007641330215113547,0.0004892291161444412,0.038971015196843733,0.0,1.0,0.0,576.0,678.0,17.0,70.0,,
